39.912053125,-75.205763625
39.9109375,-75.20728575
39.910778125,-75.21005325
39.910884375,-75.2127515625
39.90679375,-75.2157958125
39.9052,-75.215726625
39.899940625,-75.214342875
39.895478125,-75.2090154375
39.89361875,-75.2036188125
39.892875,-75.200228625
39.891175,-75.19676925
39.886978125,-75.1953855
39.88533125,-75.1955930625
39.8831,-75.1965616875
39.8816125,-75.19953675
39.8803375,-75.2012664375
39.873325,-75.21116025
39.8701375,-75.215865
39.868278125,-75.219186
39.860628125,-75.2353066875
39.85749375,-75.2460999375
