39.874865625,-75.1936558125
39.8763,-75.1911650625
39.875928125,-75.1886743125
39.877575,-75.18846675
39.878903125,-75.1893661875
39.8807625,-75.1838311875
39.881665625,-75.1791264375
39.88086875,-75.176013
39.881984375,-75.1746984375
39.882621875,-75.1731763125
39.88044375,-75.1695785625
39.880975,-75.164251125
39.883259375,-75.160376625
39.883525,-75.16023825
39.88554375,-75.1551875625
39.885278125,-75.1488223125
39.887403125,-75.1445326875
39.887721875,-75.1421803125
39.8884125,-75.1395511875
39.89021875,-75.13920525
39.89245,-75.1395511875
39.89383125,-75.1396895625
39.89404375,-75.140450625
