39.878584375,-75.1533886875
39.880125,-75.1593388125
39.8782125,-75.181963125
39.87215625,-75.1925488125
39.868384375,-75.2005745625
39.8646125,-75.217387125
39.8599375,-75.223475625
39.856165625,-75.2285955
39.854253125,-75.2306019375
39.852978125,-75.2299100625
39.851278125,-75.2283879375
39.849046875,-75.2279728125
39.845009375,-75.2286646875
39.910565625,-75.2083235625
39.907909375,-75.2160725625
39.90530625,-75.21614175
39.903340625,-75.215865
39.89850625,-75.2127515625
39.896221875,-75.2101224375
39.896328125,-75.2087386875
39.897603125,-75.21060675
39.90403125,-75.2146888125
39.908334375,-75.2153115
