39.879646875,-75.1813404375
39.880284375,-75.1647354375
39.88023125,-75.1495141875
39.88745625,-75.1478536875
39.88639375,-75.158716125
39.885809375,-75.1645970625
39.880921875,-75.1764973125
39.8790625,-75.1802334375
39.86493125,-75.2091538125
39.8612125,-75.21558825
39.8578125,-75.2359985625
39.881559375,-75.1979454375
39.884321875,-75.19455525
39.895903125,-75.2087386875
39.897603125,-75.21171375
39.9045625,-75.215173125
39.9100875,-75.2152423125
39.866578125,-75.1971151875
39.8671625,-75.203826375
39.85621875,-75.223752375
39.849153125,-75.2656108125
39.855953125,-75.270108
39.856484375,-75.2909334375
39.8518625,-75.3100291875
39.8423,-75.2710074375
